reviewId,content,score
54077515-29f5-4110-90b1-1a08b9435ce9,Fentastic,5
13371faf-46ba-4779-a9d9-d54f55da34e3,It is a nice video creat and seen app after tiktok . Am so happy because it's a nice opportunity for secret star 🥰🥰🥰,5
b61f1716-a898-49eb-be8b-a04c319cf121,It's misbehaving since a week... Unable to load new vdos or posts. Tried uninstalling n reinstalling but no use🥺,1
5bccf2ca-2882-46b1-a278-8f22b0d68440,Bhoot acha ha,2
4fbf3cc1-8877-411f-95c3-74794afa29e1,Love you all friends,5
23b727c5-f353-4dc5-9a31-5ea68878b07b,Enjoyable and benefitable,5
746e0c59-219e-4e4f-9a34-4cc671488a64,Good,5
94fa9764-06fb-4471-9ed8-19ba2ffe9a74,Good,1
08e199fd-455a-40f2-a411-c56f20ad8c5c,Totally pro USA app don't use it,1
775f3c9e-4474-49cd-a589-f0926f9a704a,Nice 👍,1
4598945c-1307-448a-b3e3-9f897d261af4,❤❤❤,5
6e7966f0-559f-4145-90ce-dded70b81778,It is a nice app,4
e1cf5a77-8190-490a-9142-27b35dd49d49,"When scrolling the newsfeed, the video not playing. KIndly fix this ASAP",1
a4b09688-05cf-40bc-a1c9-bc1cb3b45daa,Good inst,5
1786630e-5216-40f8-a313-925e964c5c18,"Okay, what the hell is happening. 3 updates in one month? I honestly don't understand what you're doing but it's frustrating to creators. It is very bugged lately. Stories won't post, the same goes for regular posts, I'm waiting for minutes before I decide to close the app. If this new update doesn't fix what's happening, why update the app at all...",2
b6231666-9b6e-4e16-8116-080612e8eb61,Instagram ye bhut achha app hai,5
34514138-8ccc-4308-986d-bd066810a04c,It has many bugs!,1
a4fa98f4-3356-4e14-8c58-1ed4a4e6f46e,👌,5
d17f5cfb-8866-40cf-a21e-f812e2746aac,Good one,3
d37ce2de-f9d8-4ece-8757-fbf04eff3d6b,It's very amazing,5
975762f2-ed20-44b5-9ff4-ad169909fae9,Osm,5
7acdc67b-5548-402c-86a7-a551c2ff2b5c,Please fix this Instagram 🙏,3
3e40642d-9e3c-4f75-ad1f-f25e95b679eb,Nice,3
de25ea50-cbe3-4be0-afed-7f848a128ccf,It was wow,5
16e6675c-bf9e-441c-b192-ca893ebeecc3,Excellent 💥,5
5709bd28-9c20-483c-880c-6e5361fec2b1,Hariraa506,5
70bd1715-c694-4245-bef3-c87f32c3c9b0,Good,5
8103c6b8-27cf-48d2-8355-e459da43f1fc,Very impressive platform 🤗🤗🤗🤘🤘🤘🤘🥰,5
798f8367-edb3-4ee4-a7ac-65d5978cb542,",zzdzz फझड zzzdzdarr this wwwa",2
b07a59d0-0647-426f-969a-4d45250cf449,Ossam,5
3bf4bbed-43b0-49ee-8054-3a01a6745dea,Op,5
d53123ce-84c9-41d1-bf44-0380688eaedf,Good,5
d952ad26-da98-4d3b-8956-54cbb3d53214,Nice app,5
c86ccb3d-08ef-4e79-bc86-2378e5002a9e,Excellent,5
eb249ca1-d118-404e-b137-9c7b0cf712d3,Superb,5
942e06d9-fff7-4977-bf7c-0f5d67f5180b,Ok,5
c0a26cca-4e80-487e-bdd9-63c4ba4f779a,So good for me thanku insta,5
460fab92-64c6-4cbc-acf6-985eee257498,Jeshim,5
997360b0-02c2-4d3c-a537-9abed8bec502,Good app 🤟,5
03405a9b-575b-47f6-bc23-46fc3efa758f,Good app,4
4d675826-5a6c-48ce-bed7-16153b20c400,Please follow me username rider__shiva__,5
be4c0188-d82c-467f-b84e-6866e90cede2,I have some problems with this app My hileta is not coming it is loading,5
49227145-3162-495a-9a70-d7e007a72d4e,It's very good easy to use,5
efafb340-e7e2-464d-8709-6e2e736469b0,Nice 👍,5
33f5b76b-d74f-47c0-b211-cfd8d663fdff,Good,5
f3bc85c0-2da7-404c-bd52-4968875030e1,🥰🤩,5
e1f5896a-7f0e-42ee-9c3c-c521b96630c0,Good,5
2e50263a-4972-4003-8578-d399429c1dec,super,5
2ced8bdc-cdf4-4c89-8357-86b584de6b78,😍😍😍😍😍😍😔😔😍😍😍😍😍😍😍😍😍😍😍😔😇r😇😇😘😘😘😘😍😍😍😍😍😍😍😍😍😍😇😂❤😍😍😍😍😍😍😇😍😍😍😍😍,2
547c16f2-2dfb-4c38-8c64-c427188a094c,😊,5
9178c604-2014-424d-937c-5c2cfd0e83bf,I was so cool useing it,5
e8b3d410-1775-436c-adab-f1f7f7f5681e,Hs,1
de89d962-1b22-473e-b467-e3115bcfe730,Okk,5
f8a1944f-fe61-476e-889a-4aa0e13b4c36,Good,4
adb6a0f5-a25e-48ee-aeff-ef0d52126a7d,"Not able to create and post reels, posts. Always having glitches, shows disturbed screen.",1
f908695b-f737-45e6-8a34-7a4771ada8bf,Best app in world,5
f47bef12-064a-48ac-acdf-b3c088883455,Great,5
f0462707-0a72-4502-aa4a-44e755fefeb4,Too good.....❤️❤️❤️,5
6b0b5b60-b69e-4461-bb05-c8118ef7aca6,Best app For every one rsvcdf Dsffdda12fvxcffvdccfvv Ç EQ tree 2qtà te few we'd fee cv she has he he he re fw fw fw fw be web Bevans he ensemble handbags hand Jen's ne ke ke JD us is our mr Lee he Jr MD je ke ke je HD us JCB nd um nd yr HD hd yd hd Jr Jr he he he gf gf gf BC gf ha hd hd hd hd hd if Jr hd he it it its it if gf it it it is Ms JD ka ka ow ow ow ow is ja ja ja ja ja ja ja TV tasks jerks s haha ka weeks ga weeks ha Hej ka have ya ya TF gooogh,5
6998ba1d-6f61-4af9-83d4-f6cb8b011be7,"It's been 3 weeks, I can't use instagram. I can't see pictures, stories, and can't even upload my own story. I have a strong wifi connection, every app works but only in instagram that i can't see a thing. Please fix this immediately. I already tried clearing my cache and data but nothing works, I've uninstalled and reinstalled it but still nothing.",1
d50f65b9-4243-4616-a491-2430fd921746,nice networking platform... thnxx to jonit me.. but mera views agge do yr,5
3ac53e00-35d4-4cfd-8733-1746d578caa2,nice,5
f9047c09-ef5e-4419-9590-a0cf3dcfa619,I like this app very much because its system is good,1
83e2f0bd-db73-4757-bfe7-6bdb25a7fd99,Good,2
366368a4-f783-49af-843c-dcd666ba498c,My favoret app,5
e3bfe6f6-301c-45de-86e2-943e824d5047,I like this but not so much...,4
c203c325-8778-4b53-95f6-af637e119bc8,amazing app,5
b0ff655f-9762-4645-a21b-1addec3a36cf,Habsuzjbzo,5
22969785-eb7d-41d1-be0d-f4ec4cbc0e41,Nice,5
d8873f14-6dd1-4545-982a-4fdd5e9b8c35,Bhadiya,1
d218da1b-566c-40e9-919d-432d797bfeb5,Nice app,4
7fb59dcc-3387-4585-a2c3-9824acdaae46,Love this aap,5
7b1c2a45-1374-4c6d-95e5-352c1c90bc57,Super,5
380fd766-89d3-4038-b0b5-894b9d81c15b,Super Duper,5
3afe4944-b692-409d-bbcd-d7223daefde2,Sobrang ganda ng instagram promise,1
76f7f28e-bea7-4948-bbac-a179678f8b43,not now,2
3d69e60f-0b48-4476-aa09-fe7100516f88,ریدم تو اینستا,1
3e7c0530-b00d-4ccc-a446-3ef0f8305e5c,Dounload now,5
247eb828-fb2d-4eaa-a6a0-56ab860bbf72,Xxx,5
6d8a4988-f684-42f7-98da-2d0ae966c50e,very disappointed from the latest update. litrly i have to tap on the screen each time to start any reels & videos in feeds,4
320b72f5-508b-4c82-8a06-d5367296feb4,MsT,5
5636f6e7-df1d-4420-8d4d-de9b2b5bcacb,Thik h,4
af23275c-1327-4248-9c0c-a90eb342d381,Nice,5
83d7a36e-09c8-4e94-b4d9-c658a1075a66,I love this app because I talk my friends he real was very osam,5
fd2e572a-1f31-4025-8b2a-006c88e8a27c,Just massive mind blowing,5
5dc49195-a2e3-4688-b45d-b66cab2e410a,👍🏼👍🏼👍🏼👍🏼👍🏼,5
507aeee7-ce02-487f-adf4-962c7e2f5f00,Excellent,5
7acf0941-e752-45f3-b506-b279908c1059,Thanks you 👍👍 instagram,5
33d6804e-4f8a-4e74-8b47-0aecb6d90168,Good app,5
a82c7950-1375-4139-bdd7-c8991a5299e0,Very nice app,5
8dbd164c-0b79-471b-b85d-b7c28467d2e9,I am so lucky and happy When I was open my instagram app it's so amazing features thank you insta team,5
e040e1bc-3690-4fb4-8374-41359be535e0,Awesome 👍😎,4
2c90ec70-fae8-451f-9e1d-abd92f990d90,Aniket❤,5
e7d0b018-70a7-4f17-9a15-afc0a105b64e,My friends,5
8038d7dd-ed00-4fa9-92a4-49614f9fc160,👌,5
86dee50c-e3c5-48fe-b0ab-7e20daac5ba0,Osm amezing,5
e90eabca-37fa-488a-beba-dae3020d21cf,Nice app,5
488aaded-d128-41fa-80d0-c645067515d7,Haven't got to try it lately,5
9e910b77-c80c-491e-9c83-51f168e75a23,The app itself is good but the rate of hackers present in this app is chaotic,4
8cce69b0-86d3-44b5-99d1-978e1fc8098f,Cool,5
85aafc64-85a1-4f23-bf15-d09648574809,MR_X_NITIN,5
bcc5ec18-9f5a-4a6c-92e0-a55410b420d8,Excellent,5
8f5784dc-e25f-41f4-88d8-24ab92e73835,Ok Nice,5
9dc8cac0-359b-4522-b6b2-313526ee552a,Nice,5
