reviewId,content,score
01e18cdf-64bf-4512-be6f-309dac8bfbb9,Is ok,3
ef520d25-bb4a-4c9d-b502-a6bd1e7595e2,Everytime i try to download a picture and add a story it goes dark and it does'nt let me turn the picture. They do not value freedom of speech. Especially when you tell the truth. Shame on you Instagram you don't like freedom of speech. I'll pray for you 🙏,1
35378164-5db1-433e-90c9-b8f75ed43be6,ttt,5
e1be213d-ba13-4da0-b592-c985773256b3,MechangSangma,5
4ad619f4-830d-4866-a9be-2bf055374572,Can't log in,5
28c7140a-c140-4c4d-92cd-2eea80b0a8de,"I'm currently having problems with instagram, I keep getting logged out. I'm using a huawei p30. I've tried using another device and I can log in. Only with phone I keep being logged out.",1
f40aa0e7-8d06-4fcd-a064-6441f2466c2b,This app is very useful,5
59779d7b-dd02-4f23-a55d-9607b79e74ba,I have a problem in the messages,1
ea29ffff-98f3-415e-ac24-e9defcba5eec,Yall really need to fix these bugs. I just lookin at a blank screen now,1
e3ac42a6-b86b-4af7-8a63-2a0e9a6570b6,"Terrible layout, hard to scroll, sometimes it's stuck",2
03647869-b3d1-408b-97c5-09b0d8ee4cdd,"Miss the old app where ads weren't pushed so hard and photos didn't get buried in favor of video content. My feed is filled with ads and other posts from people I don't follow, the UI constantly changes and not for the better. Definitely feels like they don't care about their users. 😔",2
a0d9b8b8-2f6f-4059-8e1d-767893854d8f,Nice,5
778b313d-3bb5-4f29-9902-098ba8c76277,Nice app,2
be93dfa3-3fa1-40bf-8483-38a698d949cc,A ccha app hai,5
542e7af6-b54a-41e1-b9c9-da987d50959e,Mazt,5
045e92af-e2a1-489d-81dc-b97883a89737,"I don't get it, the first time I updated this when I save video clips in story, It just says error when I try to save it....",1
2e655d6c-5476-4d1b-ab06-a485cae49739,V.v.nice,5
b863031a-f9f4-415f-b7e5-5a9703ef96d3,Effect is not working,1
d661e3bf-35fb-426f-b2b0-9b2d34a80d76,🥰,5
042a0f21-f154-4fb1-85e7-c33a971ece0d,Good for talking with my friends but a lot of bugs. Sometimes DM's screw up and send button disappears so I can't send messages. And why are memes all 1 second videos now???,1
54a11e1e-fedf-451b-a1d6-70f7c9e9e316,FIX YOUR APP why do I keep loosing followers Everytime you update your app🙄,2
9afb3aab-e401-4669-8c26-79a0f383be16,Keeps logging me off every 10 minutes,1
a099fe4d-bd6d-4d4b-a4c9-f8c3d3a5fd87,🥂🥂,5
4f6f7309-8bd9-43d4-9a6c-9202405b981c,Insta is really very good app and it is very usefull in contact with my friends and relatives ☺☺,5
d167a6c0-6ef7-40b6-acd1-3c4f750531c5,Well I'mma say if a person should be able to express themselves wen people harass them bout their opinions. I feel people should be allow to post watz going on in dah world. Now my last one y'all should NEVER be allow to take anything off someone page without concerning the person,1
7372be02-57dc-4547-8c83-005266e222de,Instagram ma li a,5
f88b9b24-a5f2-43bd-9276-c263829f26d5,the apps are nice but the other filters don't work on my phone but it's ok because the others are really good. That's all I can say thank you!,5
846acd1a-965c-438b-a63e-fb4492d225ff,This is a great app,5
2e8b6649-1ad4-445d-b34d-75248f2a34ca,lovely app,5
c6f74aec-6e04-495a-87b9-e97591f5d92a,Update is not good.,1
e7fbf4e8-a441-40ff-936e-708b13e37afa,Fix the app. I cannot see any body's story's or posts!!!!!!,1
81ffd8fe-282b-4f23-822f-ab7574e7eeeb,Good app,3
aeb65190-4d0c-4d6c-a116-abd779732632,It always says instagram isn't responding i have done everything but not solving issue the biggest plateform the more issues are there .,1
0a3e6679-5b57-494c-a3a9-c9b802f013c6,As,5
1ca1b3a4-f658-40ca-a695-cfb3b46fa2b2,"Needs a way to turn off reels, suggestions and because you follow. I can't even see my normal feed anymore absolutely trash app right now",1
7da6159e-bd06-42e7-a585-e8cc4d8f5994,"Page won't update, pulling up old posts that I've liked, won't let me view anything new from anyone I follow",1
92ec0f1d-40c3-472e-b34f-b8ae9699223a,Muy buena,5
b9b11c87-0bd2-463e-86d9-ba5d3f07e6d3,This new update is horrible. You can't see the captions especially if the picture/video is white or anything close to that colour since the text is also white. I have tired to give it the benefit of the doubt but I just can't. Had to uninstall the app and will only be using my internet browser for instagram for now. I won't be going back to the app until this new update changes.,1
1b3cb262-bbbb-4724-bf78-f54a4174b394,Nice,3
6114633c-5202-45ff-97c3-1b5e46293183,New update is awful. Makes me nauseous to look at it. The captions over the text is so hard to read. Please give an option to opt out of these features.,1
dac9c2d4-bccb-403e-a172-208d0b5166c8,Nice,5
c2f67c56-57d5-478d-8df1-a9190c92a016,Amazing app,5
542a6df3-2ee4-4619-a0ec-0990b1d69f72,very good app,5
5de3b2da-6b9a-4a49-9a86-1ce8c96f67d8,👍 👌 okay,5
