reviewId,content,score
b92fac10-4272-480b-8029-ae56bb9af2cb,Good,4
adfffb19-89c3-450b-a3ac-10d802ae9eeb,Nice,5
04d08e9f-c39c-4367-832a-4617299c9be4,🔥🔥,5
dfd14120-a3b6-4371-941b-6e5d22bffa3a,I give four star,4
cf2738db-7846-4692-aea5-91774fd7ecbb,It's good can watch with my kid. No nonsense or vulgarity. Enjoying making videos and following trend.,4
6a347e2d-e4c9-44e6-8a6c-75393c824591,8सशसुसुस,5
f69d6d81-65e4-4de6-9c94-4bcf01fe0395,You don't have all the features of Instagram,1
8c3c0466-7fe7-4c33-85a6-24eb7d2b5f43,Loop,5
897b2e01-d644-4ec0-8e6a-b29e271261fb,"Very wonderful app, i always spend my freetime in Instagram. ❤",5
cacd2eeb-be21-4386-a44e-e1df85403f12,Like this app,5
efac65be-d5d6-4c78-8b5f-7d4c46f020af,Rejected because of supporting homosexually,1
000621ab-cef9-4bfd-99e6-12592de75e86,Slowly app,1
adda4b9a-fd49-42f1-b158-83ea13c007ec,From,5
5b865cee-ad84-491e-b17e-5cee3cc8cda4,Supr,5
bf07afef-0cde-4e56-bae3-e702bc3089ec,Very good 💯💯,5
098ffef9-850a-429a-932c-7f188996278b,Instagram is very bag,1
8a2c4130-42bf-498e-8e43-3ada1bf0f7ad,It's super good,5
5d89b5c0-bb51-4855-9d48-98fb75728d55,Hhu,1
04ad7bfa-3a01-469c-b606-584a65263f4b,Germdulut,5
ec6d0fda-0b5a-4395-8ddf-99bb4c2c2fea,This is very useful app and you can enjoy and get famous in world wide from home and earn money also.. If you are populer on insta..,4
e5df928e-d2ed-4b6a-8e83-d105d204f029,Fantastic,5
263a1cef-c92f-49c7-a650-54094a6f7fd1,This app stand for homosexuality,1
1bfcf3b9-936d-4620-912b-3c8fdc6390ab,Very good app,5
039a199e-872e-4d98-8999-ba3e870cb457,Love it,5
1e6e3958-54d5-4538-ab3c-42e11c0d337d,Good fun,5
1c65b0bd-1b48-4053-a02d-43825aeebbd4,Very good 👍,5
16c56592-0e1f-4f14-8aad-37849349467a,Nice and good experience,5
eec42f65-cd9a-4c54-9b88-a065786d395e,Super,1
76520cb5-561e-40c8-a72f-e4bef0a92e1c,Yes exllent.....,5
e09d8856-1c3f-4d58-92d4-06f5736c3294,Super app,5
5cf21943-783b-478c-bc16-f496daab61b4,Laggy glitching,1
7bf7d5be-fe0a-43ad-9f94-77bf14b4dd2b,V.nice app,3
